Date,District,Load Demand (MW),Price (₹/unit),Blackout Risk (%),Installed Capacity (MW)
2022-04-01,Birbhum,1054.667604095253,6.374439014300954,0.0048023589294908,1050.0
2022-04-01,Bardhaman,2545.020614706391,6.7536498484482745,0.1146408092482476,2140.0
2022-04-01,Purba Medinipur,765.194683435514,7.283080033224103,0.107625851167879,640.0
2022-04-01,South 24 Parganas,791.0789323681981,6.244870295590593,0.062788951079607,750.0
2022-04-01,Purulia,3087.738113345204,6.570088883555822,0.0956861151193711,2680.0
2022-04-01,Hooghly,324.4962411648465,6.906382626153381,0.0294774092272992,335.0
2022-04-01,Kolkata,205.0459312370155,6.651425370245876,0.1355561570447935,175.0
2022-04-01,North 24 Parganas,273.5095606955832,6.092171010765266,0.1142833939715183,240.0
2022-04-01,Haldia,43.00620440626389,6.355210873862514,0.0777242622368059,40.0
2022-04-01,Darjeeling,455.9869354528479,6.741723797968411,0.0542483026394006,419.3
2022-04-01,Kalimpong,45.02549128766562,6.613266468161939,0.0206066552372707,44.0
2022-05-01,Bankura,2373.777012035818,7.465041396544035,0.0206998282184199,2340.0
2022-05-01,Murshidabad,3973.340997550805,7.23992049058338,0.0540957590548278,3700.0
2022-05-01,Birbhum,1047.7637304053585,7.009149013388178,0.0321443858738196,1050.0
2022-05-01,Bardhaman,2472.172067662186,6.424214907802957,0.1098473226511975,2140.0
2022-05-01,Purba Medinipur,635.7065773866462,7.057204925557048,0.0242558313201944,640.0
2022-05-01,South 24 Parganas,726.9759274003757,6.16629626037245,0.0159876440453752,750.0
2022-05-01,Purulia,2664.6360473949467,6.938549850123591,0.0454766838063683,2680.0
2022-05-01,Hooghly,387.3137441325781,6.695718663991897,0.0962595870085833,335.0
2022-05-01,Kolkata,182.3736214712538,6.145451249306383,0.0282401202100226,175.0
2022-05-01,North 24 Parganas,234.3772362709424,6.570576021019124,0.0195308251728253,240.0
2022-05-01,Haldia,46.60975163470515,7.3220512079935425,0.1081933997273147,40.0
2022-05-01,Darjeeling,452.0745551046253,6.937823997033928,0.0813859422380939,419.3
2022-05-01,Kalimpong,44.86372768036519,6.364521147354724,0.0115068964416485,44.0
2022-06-01,Bankura,2374.689097277695,6.845548363707453,0.0263850625176649,2340.0
2022-06-01,Murshidabad,4420.297332018255,6.444028508622423,0.1353423717757175,3700.0
2022-06-01,Birbhum,1124.197261427949,7.181382020397093,0.0388092770881222,1050.0
2022-06-01,Bardhaman,2325.491707914878,6.994849522779464,0.0563937529530583,2140.0
2022-06-01,Purba Medinipur,727.2764024339817,6.984404601879663,0.0698867641087346,640.0
2022-06-01,South 24 Parganas,886.8067991425106,6.266543845941188,0.103726721163217,750.0
2022-06-01,Purulia,2751.085522658315,6.885630118232355,0.0523023646297076,2680.0
2022-06-01,Hooghly,395.1045008982406,6.40864140547277,0.1178827567725871,335.0
2022-06-01,Kolkata,186.3015362867888,7.320461917579035,0.0362472286240456,175.0
2022-06-01,North 24 Parganas,253.4497583982561,6.43302877590655,0.0648980652645233,240.0
2022-06-01,Haldia,44.58707464527238,6.266418665206204,0.0920740473582238,40.0
2022-06-01,Darjeeling,457.2701323372261,6.136436205499253,0.0538951441224407,419.3
2022-06-01,Kalimpong,51.78363478368771,7.290034333528849,0.1025454541624246,44.0
2022-07-01,Bankura,2012.9039217249256,6.131880859247157,0.0050079695440442,2340.0
2022-07-01,Murshidabad,2957.763744409814,7.445486344183419,0.0191501987875727,3700.0
2022-07-01,Birbhum,761.4296099826897,6.024021491079097,0.0239561483729241,1050.0
2022-07-01,Bardhaman,1628.520131389247,6.111174104880037,0.0184070684392802,2140.0
2022-07-01,Purba Medinipur,507.7999026033235,6.408336770321895,0.0101436143272267,640.0
2022-07-01,South 24 Parganas,602.0259776894552,6.547784285131459,0.0113408607509355,750.0
2022-07-01,Purulia,2390.2599172644123,6.62354873421734,0.0433609674065941,2680.0
2022-07-01,Hooghly,297.7527809904434,6.564682103523098,0.0401454208889327,335.0
2022-07-01,Kolkata,127.53900959174446,6.820616703410241,0.0411993812708107,175.0
2022-07-01,North 24 Parganas,181.9665182154179,7.368399553353505,0.0284363325055098,240.0
2022-07-01,Haldia,33.8453445944557,6.717220446558585,0.0097101723710335,40.0
2022-07-01,Darjeeling,344.2860488678818,6.702231252081155,0.0254906458797284,419.3
2022-07-01,Kalimpong,33.548973258047894,6.858055172419098,0.0375414328456639,44.0
2022-08-01,Bankura,1687.3218961936643,6.343442839518045,7.532029368299554e-05,2340.0
2022-08-01,Murshidabad,2772.317734877978,6.8701037742137565,0.0475434503468787,3700.0
2022-08-01,Birbhum,923.0135525449446,6.59469850698294,0.0117425622858881,1050.0
2022-08-01,Bardhaman,1725.1182145109267,6.055497997113985,0.0111329286007181,2140.0
2022-08-01,Purba Medinipur,524.148241704672,6.247132502032818,0.0397198857805216,640.0
2022-08-01,South 24 Parganas,579.4410412438211,6.497074516720118,0.0362554343379983,750.0
2022-08-01,Purulia,2161.166983040956,6.444247533793371,0.0179240324423352,2680.0
2022-08-01,Hooghly,286.2194289394887,6.791638938835708,0.0184220981988291,335.0
2022-08-01,Kolkata,140.1834561800913,6.391537423243352,0.0312248573159208,175.0
2022-08-01,North 24 Parganas,198.21923119380523,6.513421710392621,0.0046949797910767,240.0
2022-08-01,Haldia,32.38429291525266,7.437687345732373,0.0121898631023703,40.0
2022-08-01,Darjeeling,334.8968557274961,6.164258858717568,0.0228710368928156,419.3
2022-08-01,Kalimpong,38.71018617651616,6.918694915211063,0.0174931424596548,44.0
2022-09-01,Bankura,2046.2985290362324,6.111304436931441,0.00297986008664,2340.0
2022-09-01,Murshidabad,3290.505807843405,6.887111094374347,0.032081339449293,3700.0
2022-09-01,Birbhum,794.276263839805,7.191613604418313,0.0382168139863156,1050.0
2022-09-01,Bardhaman,1887.1279745838608,7.038925882609979,0.0312873327304499,2140.0
2022-09-01,Purba Medinipur,566.7067841553238,6.3550737360233,0.0164629952629039,640.0
2022-09-01,South 24 Parganas,597.0370298689785,6.418637976385354,0.0228671522242951,750.0
2022-09-01,Purulia,2394.245980901334,6.364158837885374,0.0489705537019882,2680.0
2022-09-01,Hooghly,260.91764657783455,7.094245653730923,0.0069074617255602,335.0
2022-09-01,Kolkata,155.9039531882813,6.192823622530703,0.0249896185860133,175.0
2022-09-01,North 24 Parganas,204.2295632414163,6.714538523338387,0.0356198267919274,240.0
2022-09-01,Haldia,35.68506238536277,6.06679112574655,0.0057602326711344,40.0
2022-09-01,Darjeeling,365.2460980442903,6.084012858950094,0.0441689044709143,419.3
2022-09-01,Kalimpong,36.499693681518615,6.378064507467258,0.003733254410556,44.0
2022-10-01,Bankura,1849.7941366865707,7.056950319619644,0.0195528684998713,2340.0
2022-10-01,Murshidabad,2928.2753746792964,6.313976686231018,0.0132090221516722,3700.0
2022-10-01,Birbhum,750.6591826546543,7.033572160772893,0.049703716026723,1050.0
2022-10-01,Bardhaman,1699.5625450570544,7.390254089819402,0.0155025605915625,2140.0
2022-10-01,Purba Medinipur,446.7410084762553,7.093128601999457,0.0433553541347902,640.0
2022-10-01,South 24 Parganas,584.0360750603014,6.7098184110387535,0.0337542376681089,750.0
2022-10-01,Purulia,1881.2851002978064,6.9494913865982255,0.0129064505329039,2680.0
2022-10-01,Hooghly,255.5860094709353,6.332831663122008,0.0413569881720449,335.0
2022-10-01,Kolkata,120.56238126992852,6.393794159500879,0.0140469239339948,175.0
2022-10-01,North 24 Parganas,165.30099665154071,6.204784505725003,0.0441193263418921,240.0
2022-10-01,Haldia,28.01846950524549,6.173574459846524,0.0115988347284276,40.0
2022-10-01,Darjeeling,347.9047571941348,7.195230991542533,0.0483488968228819,419.3
2022-10-01,Kalimpong,37.11363863907543,6.0903240239314576,0.0216050351536729,44.0
2022-11-01,Bankura,1649.7849299871737,6.407864850985561,0.0123098689636766,2340.0
2022-11-01,Murshidabad,2618.7291229079656,6.468339503210318,0.0412620162037737,3700.0
2022-11-01,Birbhum,777.2834342818422,7.175996843120356,0.0102580724593461,1050.0
2022-11-01,Bardhaman,1755.107015974113,6.911620205422983,0.0252995792320769,2140.0
2022-11-01,Purba Medinipur,463.0070432489493,6.952014626732451,0.0193118060170332,640.0
2022-11-01,South 24 Parganas,588.3439299434351,6.138511801140037,0.0370427788056141,750.0
2022-11-01,Purulia,2149.299537597056,6.093110175274035,0.0440453485318872,2680.0
2022-11-01,Hooghly,262.2030501975716,7.090302918823991,0.0029689072505386,335.0
2022-11-01,Kolkata,128.03692124604845,6.411785415720153,0.0228157254086467,175.0
2022-11-01,North 24 Parganas,192.8799571664864,6.9132137080091205,0.0359571840594097,240.0
2022-11-01,Haldia,27.627973252871453,7.087558342396837,0.0209858746561804,40.0
2022-11-01,Darjeeling,355.2414994993286,6.602860030675779,0.0124387487845618,419.3
2022-11-01,Kalimpong,32.404757213111985,7.285647703420063,0.0210715269774441,44.0
2022-12-01,Bankura,1956.1586222617173,6.789157360289693,0.0054704821209966,2340.0
2022-12-01,Murshidabad,3019.635465359939,6.680170916622911,0.0411210454742861,3700.0
2022-12-01,Birbhum,782.5432033756356,6.458306589242813,0.0324366708368017,1050.0
2022-12-01,Bardhaman,1614.383920697854,6.882157234932688,0.0302109366385082,2140.0
2022-12-01,Purba Medinipur,498.864952635244,6.5847817786488045,0.0141357284147947,640.0
2022-12-01,South 24 Parganas,625.0035908698679,7.087590635912318,0.0296073864827374,750.0
2022-12-01,Purulia,1872.8995207295184,6.137679474321278,0.0023360411936062,2680.0
2022-12-01,Hooghly,235.4817493737659,7.386420730908458,0.0278961274591175,335.0
2022-12-01,Kolkata,130.46222095372747,6.202610290590012,0.0166316759125158,175.0
2022-12-01,North 24 Parganas,165.31607776634797,6.861110459317604,0.0193900585535203,240.0
2022-12-01,Haldia,32.74250094140223,6.106711309237832,0.0430622490191517,40.0
2022-12-01,Darjeeling,312.6482227829255,6.649198735362323,0.0379114126612838,419.3
2022-12-01,Kalimpong,36.46764202652009,6.378136498547393,0.019149097248442,44.0
2023-01-01,Bankura,1014.09,5.87,18.78,2340.0
2023-02-01,Bankura,1200.55,5.9,26.32,2340.0
2023-03-01,Bankura,1701.97,5.96,52.9,2340.0
2023-04-01,Bankura,1482.56,6.03,40.14,2340.0
2023-05-01,Bankura,1966.31,6.11,70.61,2340.0
2023-06-01,Bankura,1594.29,6.05,46.42,2340.0
2023-07-01,Bankura,1199.83,5.82,26.29,2340.0
2023-08-01,Bankura,1554.95,5.83,44.16,2340.0
2023-09-01,Bankura,1306.75,6.0,31.19,2340.0
2023-10-01,Bankura,1523.87,6.02,42.41,2340.0
2023-11-01,Bankura,1914.19,6.23,66.92,2340.0
2023-12-01,Bankura,1217.31,5.87,27.06,2340.0
2023-01-01,Murshidabad,1708.05,5.83,21.31,3700.0
2023-02-01,Murshidabad,2121.03,5.81,32.86,3700.0
2023-03-01,Murshidabad,2544.55,6.06,47.3,3700.0
2023-04-01,Murshidabad,2398.23,5.83,42.01,3700.0
2023-05-01,Murshidabad,2911.78,6.02,61.93,3700.0
2023-06-01,Murshidabad,2454.85,5.99,44.02,3700.0
2023-07-01,Murshidabad,1892.74,5.78,26.17,3700.0
2023-08-01,Murshidabad,2569.52,6.14,48.23,3700.0
2023-09-01,Murshidabad,2556.48,6.03,47.74,3700.0
2023-10-01,Murshidabad,3096.96,6.08,70.06,3700.0
2023-11-01,Murshidabad,2539.99,6.05,47.13,3700.0
2023-12-01,Murshidabad,1633.7,5.73,19.5,3700.0
2023-01-01,Birbhum,622.07,5.92,35.1,1050.0
2023-02-01,Birbhum,519.37,5.76,24.47,1050.0
2023-03-01,Birbhum,756.69,6.18,51.94,1050.0
2023-04-01,Birbhum,647.62,5.89,38.04,1050.0
2023-05-01,Birbhum,886.49,6.03,71.28,1050.0
2023-06-01,Birbhum,688.49,6.14,43.0,1050.0
2023-07-01,Birbhum,681.18,6.06,42.09,1050.0
2023-08-01,Birbhum,584.21,5.9,30.96,1050.0
2023-09-01,Birbhum,577.73,5.99,30.27,1050.0
2023-10-01,Birbhum,679.67,6.14,41.9,1050.0
2023-11-01,Birbhum,687.19,5.83,42.83,1050.0
2023-12-01,Birbhum,554.53,5.96,27.89,1050.0
2023-01-01,Bardhaman,1166.86,5.87,29.73,2140.0
2023-02-01,Bardhaman,1219.37,6.01,32.47,2140.0
2023-03-01,Bardhaman,1419.9,5.85,44.02,2140.0
2023-04-01,Bardhaman,1807.21,5.99,71.32,2140.0
2023-05-01,Bardhaman,1563.83,5.99,53.4,2140.0
2023-06-01,Bardhaman,1100.55,5.82,26.45,2140.0
2023-07-01,Bardhaman,1191.89,5.98,31.02,2140.0
2023-08-01,Bardhaman,1083.26,5.8,25.62,2140.0
2023-09-01,Bardhaman,1248.74,5.86,34.05,2140.0
2023-10-01,Bardhaman,1419.77,5.87,44.02,2140.0
2023-11-01,Bardhaman,1389.17,5.88,42.14,2140.0
2023-12-01,Bardhaman,1002.2,5.86,21.93,2140.0
2023-01-01,Purba Medinipur,361.79,5.8,31.96,640.0
2023-02-01,Purba Medinipur,321.99,5.83,25.31,640.0
2023-03-01,Purba Medinipur,463.61,6.22,52.47,640.0
2023-04-01,Purba Medinipur,452.48,6.1,49.99,640.0
2023-05-01,Purba Medinipur,390.31,6.05,37.19,640.0
2023-06-01,Purba Medinipur,428.27,5.95,44.78,640.0
2023-07-01,Purba Medinipur,416.45,6.11,42.34,640.0
2023-08-01,Purba Medinipur,447.19,6.06,48.82,640.0
2023-09-01,Purba Medinipur,321.21,5.95,25.19,640.0
2023-10-01,Purba Medinipur,494.21,6.15,59.63,640.0
2023-11-01,Purba Medinipur,389.56,6.08,37.05,640.0
2023-12-01,Purba Medinipur,334.19,5.85,27.27,640.0
2023-01-01,South 24 Parganas,340.01,5.93,20.55,750.0
2023-02-01,South 24 Parganas,350.18,5.88,21.8,750.0
2023-03-01,South 24 Parganas,482.88,6.0,41.45,750.0
2023-04-01,South 24 Parganas,586.56,5.93,61.16,750.0
2023-05-01,South 24 Parganas,540.43,6.15,51.92,750.0
2023-06-01,South 24 Parganas,495.2,6.02,43.6,750.0
2023-07-01,South 24 Parganas,509.9,5.89,46.22,750.0
2023-08-01,South 24 Parganas,500.32,5.85,44.5,750.0
2023-09-01,South 24 Parganas,502.73,5.91,44.93,750.0
2023-10-01,South 24 Parganas,622.22,6.0,68.83,750.0
2023-11-01,South 24 Parganas,606.73,6.29,65.44,750.0
2023-12-01,South 24 Parganas,420.28,5.93,31.4,750.0
2023-01-01,Purulia,1467.68,5.9,29.99,2680.0
2023-02-01,Purulia,1428.06,6.01,28.39,2680.0
2023-03-01,Purulia,2201.37,6.06,67.47,2680.0
2023-04-01,Purulia,1786.2,5.88,44.42,2680.0
2023-05-01,Purulia,1829.01,5.91,46.58,2680.0
2023-06-01,Purulia,1379.4,5.9,26.49,2680.0
2023-07-01,Purulia,1435.36,5.8,28.68,2680.0
2023-08-01,Purulia,1685.56,5.91,39.56,2680.0
2023-09-01,Purulia,1750.01,5.97,42.64,2680.0
2023-10-01,Purulia,1848.72,6.1,47.59,2680.0
2023-11-01,Purulia,1648.54,5.94,37.84,2680.0
2023-12-01,Purulia,1277.71,5.84,22.73,2680.0
2023-01-01,Hooghly,163.35,5.83,23.78,335.0
2023-02-01,Hooghly,197.05,5.91,34.6,335.0
2023-03-01,Hooghly,284.45,6.19,72.1,335.0
2023-04-01,Hooghly,279.18,6.29,69.45,335.0
2023-05-01,Hooghly,281.67,6.18,70.7,335.0
2023-06-01,Hooghly,188.79,5.98,31.76,335.0
2023-07-01,Hooghly,194.01,5.85,33.54,335.0
2023-08-01,Hooghly,232.68,6.17,48.24,335.0
2023-09-01,Hooghly,168.42,5.89,25.27,335.0
2023-10-01,Hooghly,222.04,5.84,43.93,335.0
2023-11-01,Hooghly,214.08,6.07,40.84,335.0
2023-12-01,Hooghly,187.29,5.82,31.26,335.0
2023-01-01,Kolkata,102.81,5.95,34.51,175.0
2023-02-01,Kolkata,96.51,5.85,30.41,175.0
2023-03-01,Kolkata,110.73,5.92,40.03,175.0
2023-04-01,Kolkata,121.63,5.99,48.31,175.0
2023-05-01,Kolkata,123.16,5.95,49.53,175.0
2023-06-01,Kolkata,116.14,5.98,44.04,175.0
2023-07-01,Kolkata,89.61,5.96,26.22,175.0
2023-08-01,Kolkata,92.37,5.88,27.86,175.0
2023-09-01,Kolkata,114.6,6.06,42.89,175.0
2023-10-01,Kolkata,145.62,5.96,69.24,175.0
2023-11-01,Kolkata,134.81,5.89,59.34,175.0
2023-12-01,Kolkata,72.55,5.77,17.19,175.0
2023-01-01,North 24 Parganas,125.52,5.94,27.35,240.0
2023-02-01,North 24 Parganas,140.5,5.94,34.27,240.0
2023-03-01,North 24 Parganas,153.35,5.88,40.83,240.0
2023-04-01,North 24 Parganas,196.2,6.24,66.83,240.0
2023-05-01,North 24 Parganas,185.1,6.23,59.48,240.0
2023-06-01,North 24 Parganas,145.66,5.91,36.84,240.0
2023-07-01,North 24 Parganas,142.0,6.09,35.01,240.0
2023-08-01,North 24 Parganas,131.68,5.99,30.1,240.0
2023-09-01,North 24 Parganas,128.64,5.9,28.73,240.0
2023-10-01,North 24 Parganas,145.05,6.09,36.53,240.0
2023-11-01,North 24 Parganas,184.99,5.93,59.41,240.0
2023-12-01,North 24 Parganas,130.98,5.81,29.78,240.0
2023-01-01,Haldia,19.26,5.78,23.18,40.0
2023-02-01,Haldia,18.58,5.86,21.57,40.0
2023-03-01,Haldia,30.99,6.02,60.02,40.0
2023-04-01,Haldia,25.26,5.93,39.89,40.0
2023-05-01,Haldia,29.12,6.17,52.98,40.0
2023-06-01,Haldia,20.37,5.79,25.94,40.0
2023-07-01,Haldia,26.92,5.88,45.3,40.0
2023-08-01,Haldia,23.03,5.98,33.16,40.0
2023-09-01,Haldia,22.25,6.0,30.94,40.0
2023-10-01,Haldia,32.06,5.98,64.22,40.0
2023-11-01,Haldia,30.98,6.1,59.97,40.0
2023-12-01,Haldia,20.84,5.99,27.14,40.0
2023-01-01,Darjeeling,223.78,5.86,28.48,419.3
2023-02-01,Darjeeling,212.41,5.83,25.66,419.3
2023-03-01,Darjeeling,297.88,5.92,50.47,419.3
2023-04-01,Darjeeling,307.59,6.08,53.81,419.3
2023-05-01,Darjeeling,340.32,6.04,65.87,419.3
2023-06-01,Darjeeling,247.36,6.08,34.8,419.3
2023-07-01,Darjeeling,252.89,5.98,36.38,419.3
2023-08-01,Darjeeling,256.21,6.0,37.34,419.3
2023-09-01,Darjeeling,284.43,6.06,46.02,419.3
2023-10-01,Darjeeling,332.38,6.03,62.84,419.3
2023-11-01,Darjeeling,348.13,6.06,68.93,419.3
2023-12-01,Darjeeling,184.47,5.81,19.36,419.3
2023-01-01,Kalimpong,18.31,5.85,17.32,44.0
2023-02-01,Kalimpong,18.21,5.84,17.13,44.0
2023-03-01,Kalimpong,30.92,6.14,49.38,44.0
2023-04-01,Kalimpong,30.58,6.19,48.3,44.0
2023-05-01,Kalimpong,27.71,6.07,39.66,44.0
2023-06-01,Kalimpong,24.81,5.88,31.79,44.0
2023-07-01,Kalimpong,30.68,5.9,48.63,44.0
2023-08-01,Kalimpong,29.53,6.0,45.05,44.0
2023-09-01,Kalimpong,29.89,5.93,46.14,44.0
2023-10-01,Kalimpong,32.63,5.98,55.0,44.0
2023-11-01,Kalimpong,36.06,5.94,67.17,44.0
2023-12-01,Kalimpong,23.92,5.94,29.55,44.0
2024-01,Bankura,1822.2247881299036,5.969837833878694,62.37273014778548,2340.0
2024-02,Bankura,2114.19907859529,5.0796806118167295,71.74850097040213,2340.0
2024-03,Bankura,2368.074873642405,5.292444067236149,82.06532694045175,2340.0
2024-04,Bankura,2474.7075827271906,6.59231151951304,90.77309551301148,2340.0
2024-05,Bankura,2015.6848611733124,7.691931787091759,49.05336319661937,2340.0
2024-06,Bankura,2200.309996237264,7.999450972227777,86.37039746373841,2340.0
2024-07,Bankura,2589.227126288378,7.173297706843071,83.2174233265821,2340.0
2024-08,Bankura,2406.558464265896,5.025262976668798,84.23315392364935,2340.0
2024-09,Bankura,2428.835062987162,5.687173332639346,93.83675537656646,2340.0
2024-10,Bankura,2586.191575418789,5.376506265379142,73.3872649992464,2340.0
2024-11,Bankura,2020.465528890083,6.632684560945527,32.157570437457714,2340.0
2024-12,Bankura,1883.0590503568,6.862453747450718,36.20467464362209,2340.0
2024-01,Murshidabad,6011.259700087252,5.820256444062136,73.16903362841964,3700.0
2024-02,Murshidabad,4203.647121139461,5.235292191743934,70.99615651722065,3700.0
2024-03,Murshidabad,4861.290722078556,4.755670826034041,70.72417326015236,3700.0
2024-04,Murshidabad,5731.023072477657,7.747021374541516,75.00035611852526,3700.0
2024-05,Murshidabad,5218.162272239035,7.9200742462283715,77.48210363971366,3700.0
2024-06,Murshidabad,6300.986494747643,7.271848552295491,83.73851167419389,3700.0
2024-07,Murshidabad,4406.31237931936,6.346003393678162,90.29096425699088,3700.0
2024-08,Murshidabad,4413.461117847932,5.00451392866314,73.27905567299771,3700.0
2024-09,Murshidabad,6161.971538524205,4.866580203404606,74.71823608793062,3700.0
2024-10,Murshidabad,5920.214217089156,5.463241975666582,76.58474416798568,3700.0
2024-11,Murshidabad,4923.1964997908535,6.665127930743928,84.58744485983935,3700.0
2024-12,Murshidabad,4310.04531269568,7.8478822680979965,75.65026291592496,3700.0
2024-01,Birbhum,867.5790524965669,5.800910594784693,50.31276201040704,1050.0
2024-02,Birbhum,700.4630710786789,4.858177932847723,14.076506105707152,1050.0
2024-03,Birbhum,1039.7191404331463,5.025728439295959,82.85488650095533,1050.0
2024-04,Birbhum,755.6649955992699,7.533896064712464,67.12341750020735,1050.0
2024-05,Birbhum,831.2255322516057,7.710211160641081,50.583979742229445,1050.0
2024-06,Birbhum,768.7522277074896,7.235783342921253,68.01707089452714,1050.0
2024-07,Birbhum,755.7295561639497,6.190605260580179,46.83765330313163,1050.0
2024-08,Birbhum,806.9499730931117,5.916843441788375,42.62294491749441,1050.0
2024-09,Birbhum,1005.3401990184842,6.13455092887057,87.7331759103666,1050.0
2024-10,Birbhum,795.4716841748826,4.7421643953126855,41.96620628930394,1050.0
2024-11,Birbhum,1035.1024838325811,7.516151024349215,80.81328149469724,1050.0
2024-12,Birbhum,811.9124557962448,6.516043782439532,58.62297705848791,1050.0
2024-01,Bardhaman,1909.3713790205704,6.207608108430319,49.49846402218665,2140.0
2024-02,Bardhaman,2368.084405867919,5.321352055649312,71.92097249482853,2140.0
2024-03,Bardhaman,2160.292729746868,5.098463318169934,89.9713972392623,2140.0
2024-04,Bardhaman,2098.1134428311198,6.694585890483661,84.82683050843502,2140.0
2024-05,Bardhaman,2057.919841773453,6.02337135043482,87.18156564621613,2140.0
2024-06,Bardhaman,2148.4021404016034,6.685216133493309,84.79422884130508,2140.0
2024-07,Bardhaman,2205.6397521827184,7.917779385623555,70.5803075841007,2140.0
2024-08,Bardhaman,2488.2572438334887,6.319826390537913,82.95089627130623,2140.0
2024-09,Bardhaman,2153.382101185369,5.033462239506583,79.33683059764004,2140.0
2024-10,Bardhaman,2386.395732753068,4.995774863790351,82.03341988567479,2140.0
2024-11,Bardhaman,2732.6241777961736,6.136719786099839,92.33144008321788,2140.0
2024-12,Bardhaman,2180.9624896839705,6.352392774130545,92.35871317408876,2140.0
2024-01,Purba Medinipur,478.5572738096431,5.356774716915968,35.92023179298713,640.0
2024-02,Purba Medinipur,442.0666516816166,5.339436415533541,12.865351462910851,640.0
2024-03,Purba Medinipur,388.5967302004032,4.81517227117108,27.527919703066296,640.0
2024-04,Purba Medinipur,452.99294045362967,7.200774140015909,63.74317807200519,640.0
2024-05,Purba Medinipur,501.8442390088725,6.060157534198093,43.56875728103704,640.0
2024-06,Purba Medinipur,481.1574628912831,7.708189884433345,60.56677203791801,640.0
2024-07,Purba Medinipur,536.003384559669,7.533595525922188,60.531995475929065,640.0
2024-08,Purba Medinipur,597.271591033829,5.740840785771804,73.97976589353848,640.0
2024-09,Purba Medinipur,459.00198083483247,6.306698343741124,58.68825195721148,640.0
2024-10,Purba Medinipur,426.3134396608581,4.774220580924767,11.056662295823203,640.0
